"id","surface","source","file","line","occurrences","locale","key","current_text","suggested_text","notes"
"i18n.zh.dashboard.contracts.signedAt","frontstage","i18n","src/lib/i18n.ts","243","1","zh","dashboard.contracts.signedAt","签署日","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.dashboard.contracts.status","frontstage","i18n","src/lib/i18n.ts","244","1","zh","dashboard.contracts.status","状态","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.dashboard.outputs.title","frontstage","i18n","src/lib/i18n.ts","245","1","zh","dashboard.outputs.title","最近输出物","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.dashboard.outputs.subtitle","frontstage","i18n","src/lib/i18n.ts","246","1","zh","dashboard.outputs.subtitle","模板输出历史","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.dashboard.outputs.empty","frontstage","i18n","src/lib/i18n.ts","247","1","zh","dashboard.outputs.empty","暂无输出历史。","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.dashboard.outputs.relatedContract","frontstage","i18n","src/lib/i18n.ts","248","1","zh","dashboard.outputs.relatedContract","关联合同","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.dashboard.outputs.generatedAt","frontstage","i18n","src/lib/i18n.ts","249","1","zh","dashboard.outputs.generatedAt","输出时间","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.dashboard.coverage.title","frontstage","i18n","src/lib/i18n.ts","250","1","zh","dashboard.coverage.title","数据完善对象","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.dashboard.coverage.subtitle","frontstage","i18n","src/lib/i18n.ts","251","1","zh","dashboard.coverage.subtitle","优先完善未关联合同主体","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.dashboard.coverage.empty","frontstage","i18n","src/lib/i18n.ts","252","1","zh","dashboard.coverage.empty","暂无待完善主体。","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.dashboard.coverage.role","frontstage","i18n","src/lib/i18n.ts","253","1","zh","dashboard.coverage.role","角色","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.dashboard.coverage.contractCount","frontstage","i18n","src/lib/i18n.ts","254","1","zh","dashboard.coverage.contractCount","合同关联","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.import.status.queued","frontstage","i18n","src/lib/i18n.ts","256","1","zh","import.status.queued","已受理","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.import.status.mapped","frontstage","i18n","src/lib/i18n.ts","257","1","zh","import.status.mapped","待确认","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.import.status.completed","frontstage","i18n","src/lib/i18n.ts","258","1","zh","import.status.completed","完成","","Can be edited in CSV and migrated back to i18n source."
"i18n.zh.import.source.scan","frontstage","i18n","src/lib/i18n.ts","259","1","zh","import.source.scan","扫描","","Can be edited in CSV and migrated back to i18n source."
